codigo_cola,anio,tipo,fabricante,modelo,motores,asientos,velocidad,tipo_motor
N17146,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N17159,2004,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N17169,2004,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N17185,2005,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N17196,2005,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N171DN,1990,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N171DZ,1998,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N171US,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N17229,1999,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N17233,1999,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N17244,1999,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N17245,1999,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N172DN,1990,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N172DZ,1998,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N172US,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N173AT,2004,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N173DZ,1998,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N173US,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N174AT,2004,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N174DN,1990,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N174DZ,1998,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N174US,NA,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N17560,2002,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N175AT,2004,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N175DN,1990,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N175DZ,1999,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N176AT,2005,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N176DN,1990,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N176DZ,1999,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N176PQ,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N176UW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N17719,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N17730,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N177DN,1991,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N177DZ,1999,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N177US,NA,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N178DN,1991,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N178DZ,2000,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N178JB,2005,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N178US,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N17984,2000,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N179DN,1991,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N179JB,2005,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N179UW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N180DN,1992,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N180US,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N18101,2002,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N18102,2002,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N18112,1995,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N18114,2002,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N18119,1997,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N18120,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N181DN,1992,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N181PQ,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N181UW,NA,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N18220,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N18223,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N18243,1999,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N182DN,1992,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N182UW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N183DN,1993,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N183JB,2005,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N183UW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N184AT,2005,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N184DN,1993,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N184JB,2005,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N184US,2002,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N18556,2002,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N18557,NA,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N185DN,1995,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N185UW,2002,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N186DN,1995,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N186PQ,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N186US,2002,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N187DN,1996,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N187JB,2005,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N187PQ,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N187US,2002,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N188DN,1996,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N188US,2002,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N189DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N189UW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N190DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N190JB,2005,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N190UW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N19117,1996,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N19130,1998,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N19136,1999,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N19141,2000,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N191DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N191UW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N192DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N192JB,2005,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N192UW,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turboreactor
N193DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N193JB,2005,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N193UW,2008,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N194DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N194UW,NA,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N19554,2002,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N195DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N195PQ,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N195UW,2008,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N196DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N196UW,2009,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N197DN,1997,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N197JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N197PQ,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N197UW,2009,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N198DN,1998,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N198JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N198UW,2013,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N19966,1999,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N199DN,1998,Ala fija multimotor,BOEING,767-332,2,330,NA,Turboventilador
N199UW,2013,Ala fija multimotor,AIRBUS,A321-211,2,199,NA,Turboventilador
N200PQ,2008,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N200WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N201AA,1959,Ala fija monomotor,CESSNA,150,1,2,90,Recíproco
N201FR,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N201LV,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N202AA,1980,Ala fija multimotor,CESSNA,421C,2,8,90,Recíproco
N202FR,2008,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N202WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N203FR,2002,Ala fija multimotor,AIRBUS INDUSTRIE,A320-214,2,182,NA,Turboventilador
N203JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N203WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N204FR,2004,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N204WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N205FR,2010,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N205WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N206FR,2010,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N206JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N206UA,1999,Ala fija multimotor,BOEING,777-222,2,400,NA,Turboventilador
N206WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N207FR,2010,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N207WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N208FR,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N208WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N20904,2012,Ala fija multimotor,BOEING,787-8,2,260,NA,Turboventilador
N209FR,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N209WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N210FR,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N210WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N21108,1994,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N21129,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N21130,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N21144,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N21154,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N21197,2006,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N211FR,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N211WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N212WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N213FR,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N213WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N214FR,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N214WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N21537,2001,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N215WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N216FR,2011,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N216JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N216WR,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N21723,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N217JC,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N218FR,2001,Ala fija multimotor,AIRBUS INDUSTRIE,A320-214,2,182,NA,Turboventilador
N218WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N219WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N220WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N221FR,2007,Ala fija multimotor,AIRBUS,A320-214,2,182,NA,Turboventilador
N221WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N222WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N223WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N224WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N225WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N226WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N227WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N228JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N228PQ,2009,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N228UA,2002,Ala fija multimotor,BOEING,777-222,2,400,NA,Turboventilador
N228WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N22909,2001,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N22971,1999,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N229JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N229WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N230WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N23139,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N231JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N231WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N232PQ,2009,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N232WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N233LV,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N234WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N235WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N236JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N236WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N23707,1998,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N23708,1998,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N23721,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N237WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N238JB,NA,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N238WN,2005,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N239JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N239WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N240AT,2005,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N240WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N24103,2002,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N24128,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N241WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N24202,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N24211,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N24212,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N24224,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N242WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N243WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N244WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N245AY,1987,Ala fija multimotor,BOEING,767-201,2,255,NA,Turboreactor
N245WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N246LV,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N24702,1998,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N24706,1998,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N24715,1998,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N24729,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N247JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N247WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N248WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N249JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N249WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N250WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N25134,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N251WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N252WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N253WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N254WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N255WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N256WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N25705,1998,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N257WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N258JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N258WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N259WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N260WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N26123,1997,Ala fija multimotor,BOEING,757-224,2,178,NA,Turboreactor
N26141,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N261AT,2005,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N261WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N26208,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N26210,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N26215,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N26226,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N262WN,2006,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N263WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N264LV,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N26545,2002,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N26549,2002,Ala fija multimotor,EMBRAER,EMB-145LR,2,55,NA,Turboventilador
N265JB,2006,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N265WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N266JB,2007,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N266WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N267JB,2007,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N267WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N268WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N26906,2012,Ala fija multimotor,BOEING,787-8,2,260,NA,Turboventilador
N269WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N270WN,1998,Ala fija multimotor,BOEING,737-705,2,149,NA,Turboventilador
N27152,2003,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N27190,2005,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N271LV,NA,Ala fija multimotor,BOEING,737-705,2,149,NA,Turboventilador
N27200,2006,Ala fija multimotor,EMBRAER,EMB-145XR,2,55,NA,Turboventilador
N27205,2000,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N27213,1998,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N27239,1999,Ala fija multimotor,BOEING,737-824,2,149,NA,Turboventilador
N272AT,NA,Ala fija multimotor,BOEING,777-200,2,400,NA,Turboreactor
N272PQ,2013,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N272WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N273AT,2005,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N273JB,2007,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N273WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N27421,2008,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N27477,2013,Ala fija multimotor,BOEING,737-924ER,2,191,NA,Turboventilador
N274JB,2007,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N274WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N275WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N276AT,2005,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N276WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N27722,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N27724,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N27733,1999,Ala fija multimotor,BOEING,737-724,2,149,NA,Turboreactor
N277WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N278AT,2005,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N278WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N27901,2012,Ala fija multimotor,BOEING,787-8,2,260,NA,Turboventilador
N27962,1999,Ala fija multimotor,EMBRAER,EMB-145,2,55,NA,Turboreactor
N279AT,2005,Ala fija multimotor,BOEING,737-76N,2,149,NA,Turboventilador
N279JB,2007,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N279PQ,2013,Ala fija multimotor,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turboventilador
N279WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N280WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N281AT,NA,Ala fija multimotor,AIRBUS INDUSTRIE,A340-313,4,375,NA,Turboreactor
N281JB,2007,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
N281WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N282WN,2007,Ala fija multimotor,BOEING,737-7H4,2,140,NA,Turboventilador
N283JB,2007,Ala fija multimotor,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turboventilador
