anio	estado_civil	edad	raza	ingreso	partido	religion	denominacion	horas_tv
2000	Nunca se ha casado	44	Negra	15000 - 19999	Fuertemente demócrata	Protestante	Bautistas del sur	5
2000	Nunca se ha casado	22	Negra	Sin respuesta	Fuertemente demócrata	Ninguna	No aplica	NA
2000	Nunca se ha casado	24	Negra	No aplica	Ind, pro rep	Católica	No aplica	7
2000	Divorciado	31	Negra	3000 - 3999	Independiente	Ninguna	No aplica	3
2000	Divorciado	45	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	3
2000	Casado	71	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia metodista unida	1
2000	Casado	65	Blanca	No aplica	Ind, pro rep	Católica	No aplica	2
2000	Casado	40	Blanca	No aplica	No fuertemente demócrata	Protestante	Evangélica luterana	NA
2000	Casado	59	Blanca	25000 o más	Otro partido	Ninguna	No aplica	1
2000	Casado	38	Blanca	15000 - 19999	No fuertemente republicano	Católica	No aplica	1
2000	Divorciado	73	Blanca	25000 o más	Ind, pro dem	Protestante	No denominacional	NA
2000	Casado	31	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	1
2000	Casado	44	Blanca	6000 - 6999	Ind, pro rep	Protestante	Iglesia presbiteriana de los EEUU	NA
2000	Casado	34	Blanca	25000 o más	Ind, pro dem	Protestante	Iglesia presbiteriana de los EEUU	3
2000	Nunca se ha casado	26	Blanca	25000 o más	Ind, pro dem	Protestante	Otra	0
2000	Casado	38	Negra	25000 o más	No fuertemente demócrata	Protestante	Otras bautistas	2
2000	Nunca se ha casado	29	Blanca	25000 o más	Ind, pro dem	Ninguna	No aplica	3
2000	Nunca se ha casado	36	Otra	25000 o más	Ind, pro dem	Musulmana/Islam	No aplica	1
2000	Casado	32	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	NA
2000	Casado	26	Blanca	5000 - 5999	Ind, pro dem	Protestante	Evangélica luterana	3
2000	Casado	47	Blanca	25000 o más	Independiente	Cristiana ortodoxa	No aplica	1
2000	Divorciado	37	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2000	Nunca se ha casado	29	Blanca	25000 o más	Fuertemente demócrata	Judía	No aplica	NA
2000	Nunca se ha casado	37	Otra	25000 o más	Ind, pro rep	Budismo	No aplica	NA
2000	Casado	35	Blanca	Se niega a responder	Fuertemente republicano	Protestante	Otra	0
2000	Casado	68	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia metodista unida	3
2000	Casado	26	Blanca	25000 o más	Independiente	Protestante	Iglesia metodista unida	1
2000	Nunca se ha casado	84	Blanca	No aplica	Ind, pro rep	Católica	No aplica	NA
2000	Nunca se ha casado	23	Otra	20000 - 24999	No fuertemente republicano	Católica	No aplica	2
2000	Nunca se ha casado	22	Blanca	15000 - 19999	Fuertemente demócrata	Protestante	Otra	6
2000	Casado	42	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	NA
2000	Viudo	53	Blanca	25000 o más	Independiente	Protestante	Iglesia luterana de EEUU	1
2000	Casado	43	Blanca	25000 o más	Independiente	Católica	No aplica	3
2000	Casado	49	Blanca	25000 o más	No fuertemente demócrata	Protestante	Evangélica luterana	NA
2000	Viudo	74	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	1
2000	Casado	47	Blanca	6000 - 6999	Fuertemente republicano	Protestante	Otras bautistas	1
2000	Casado	37	Blanca	25000 o más	Independiente	Católica	No aplica	2
2000	Casado	42	Blanca	25000 o más	Ind, pro rep	Ninguna	No aplica	2
2000	Nunca se ha casado	18	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	NA
2000	Nunca se ha casado	22	Blanca	10000 - 14999	Independiente	Otra	No aplica	12
2000	Casado	51	Blanca	25000 o más	Otro partido	Ninguna	No aplica	NA
2000	Casado	30	Blanca	25000 o más	Ind, pro rep	Protestante	Otra	NA
2000	Casado	59	Blanca	25000 o más	Independiente	Ninguna	No aplica	1
2000	Casado	52	Blanca	20000 - 24999	Independiente	Protestante	Sínodo evangélico luterano de Wisconsin	NA
2000	Casado	58	Blanca	3000 - 3999	Independiente	Ninguna	No aplica	8
2000	Nunca se ha casado	40	Blanca	25000 o más	Independiente	Judía	No aplica	2
2000	Casado	63	Blanca	Se niega a responder	Fuertemente republicano	Protestante	Iglesia metodista unida	2
2000	Casado	56	Blanca	Se niega a responder	Ind, pro rep	Protestante	Iglesia metodista unida	NA
2000	Nunca se ha casado	25	Blanca	6000 - 6999	Ind, pro rep	Católica	No aplica	0
2000	Nunca se ha casado	28	Negra	25000 o más	No fuertemente demócrata	Protestante	Otra	NA
2000	Viudo	67	Blanca	Sin respuesta	Fuertemente republicano	Católica	No aplica	8
2000	Casado	37	Blanca	No aplica	Ind, pro rep	Católica	No aplica	3
2000	Casado	72	Otra	No aplica	Ind, pro dem	Protestante	Luterana, no sabe cuál	NA
2000	Casado	54	Blanca	10000 - 14999	Ind, pro rep	Católica	No aplica	4
2000	Nunca se ha casado	19	Blanca	No sabe	Independiente	Protestante	Otra presbiteriana	7
2000	Casado	44	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	8
2000	Casado	42	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesia luterana americana	2
2000	Nunca se ha casado	19	Blanca	3000 - 3999	Independiente	Católica	No aplica	NA
2000	Casado	43	Blanca	25000 o más	No fuertemente republicano	Protestante	Evangélica luterana	NA
2000	Divorciado	59	Blanca	25000 o más	Independiente	Protestante	Metodista, no sabe cuál	1
2000	Casado	52	Blanca	25000 o más	Independiente	Protestante	Asociación bautista estadounidense	2
2000	Casado	40	Blanca	25000 o más	Ind, pro dem	Cristiana ortodoxa	No aplica	NA
2000	Separado	51	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	12
2000	Nunca se ha casado	50	Blanca	25000 o más	No fuertemente demócrata	Judía	No aplica	NA
2000	Nunca se ha casado	45	Blanca	Se niega a responder	Ind, pro rep	Católica	No aplica	NA
2000	Casado	36	Blanca	25000 o más	Fuertemente demócrata	Judía	No aplica	1
2000	Casado	45	Blanca	25000 o más	Independiente	Protestante	Otra presbiteriana	2
2000	Divorciado	71	Blanca	25000 o más	No fuertemente demócrata	Judía	No aplica	NA
2000	Casado	58	Negra	25000 o más	No fuertemente demócrata	Protestante	Iglesia africana metodista episcopal	4
2000	Casado	31	Blanca	25000 o más	No fuertemente republicano	Cristiana	No aplica	NA
2000	Nunca se ha casado	25	Blanca	25000 o más	Independiente	Ninguna	No aplica	2
2000	Nunca se ha casado	34	Otra	15000 - 19999	No fuertemente demócrata	Católica	No aplica	2
2000	Nunca se ha casado	48	Blanca	25000 o más	Independiente	Ninguna	No aplica	3
2000	Nunca se ha casado	26	Blanca	20000 - 24999	Ind, pro dem	Católica	No aplica	NA
2000	Divorciado	35	Blanca	25000 o más	Otro partido	Ninguna	No aplica	1
2000	Casado	42	Blanca	25000 o más	Fuertemente demócrata	Cristiana	No aplica	3
2000	Casado	52	Negra	20000 - 24999	Independiente	Ninguna	No aplica	1
2000	Divorciado	27	Blanca	25000 o más	Otro partido	Ninguna	No aplica	2
2000	Nunca se ha casado	44	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	NA
2000	Nunca se ha casado	38	Negra	25000 o más	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	1
2000	Casado	75	Otra	No aplica	Ind, pro dem	Católica	No aplica	4
2000	Nunca se ha casado	42	Otra	25000 o más	Ind, pro rep	Católica	No aplica	NA
2000	Viudo	89	Blanca	No aplica	No fuertemente republicano	Protestante	Evangélica luterana	3
2000	Casado	52	Blanca	25000 o más	No fuertemente republicano	Protestante	Sin respuesta	2
2000	Casado	74	Blanca	No aplica	No fuertemente demócrata	Ninguna	No aplica	NA
2000	Divorciado	61	Blanca	No aplica	Fuertemente republicano	Ninguna	No aplica	NA
2000	Casado	76	Blanca	No aplica	Fuertemente republicano	Protestante	No denominacional	5
2000	Casado	50	Otra	25000 o más	No fuertemente demócrata	Protestante	Unión presbiteriana de iglesias	1
2000	Separado	44	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2000	Casado	38	Blanca	25000 o más	Independiente	Cristiana ortodoxa	No aplica	NA
2000	Casado	53	Otra	25000 o más	No fuertemente republicano	Católica	No aplica	NA
2000	Casado	71	Blanca	Se niega a responder	No fuertemente demócrata	Judía	No aplica	NA
2000	Viudo	73	Blanca	No aplica	Independiente	Católica	No aplica	NA
2000	Divorciado	43	Blanca	No aplica	Independiente	Judía	No aplica	1
2000	Casado	36	Blanca	25000 o más	Ind, pro rep	Católica	No aplica	NA
2000	Casado	40	Blanca	No aplica	Fuertemente demócrata	Judía	No aplica	2
2000	Casado	42	Blanca	Se niega a responder	No fuertemente republicano	Ninguna	No aplica	4
2000	Divorciado	68	Blanca	20000 - 24999	No fuertemente republicano	Protestante	Otra	NA
2000	Casado	45	Blanca	25000 o más	Fuertemente demócrata	Ninguna	No aplica	12
2000	Divorciado	34	Blanca	25000 o más	Independiente	Ninguna	No aplica	NA
2000	Nunca se ha casado	26	Blanca	8000 - 9999	No fuertemente demócrata	Protestante	Otra	5
2000	Casado	49	Blanca	25000 o más	Independiente	Ninguna	No aplica	2
2000	Casado	59	Blanca	15000 - 19999	Independiente	Protestante	Asociación bautista estadounidense	NA
2000	Nunca se ha casado	45	Blanca	No aplica	No fuertemente demócrata	Judía	No aplica	NA
2000	Separado	77	Blanca	No aplica	Independiente	Ninguna	No aplica	NA
2000	Separado	56	Negra	No aplica	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2000	Nunca se ha casado	48	Negra	No aplica	Ind, pro dem	Ninguna	No aplica	1
2000	Divorciado	57	Blanca	No aplica	Independiente	Protestante	Bautistas del sur	12
2000	Casado	37	Otra	25000 o más	No fuertemente republicano	Ninguna	No aplica	NA
2000	Casado	35	Otra	1000 - 2999	No fuertemente demócrata	Católica	No aplica	3
2000	Casado	42	Otra	25000 o más	No fuertemente republicano	Protestante	Otra	NA
2000	Casado	46	Blanca	20000 - 24999	Fuertemente republicano	Protestante	Bautista, no sabe cuál	2
2000	Casado	53	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	2
2000	Nunca se ha casado	28	Blanca	25000 o más	Fuertemente republicano	Protestante	Iglesia presbiteriana de los EEUU	1
2000	Casado	54	Blanca	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2000	Casado	38	Blanca	20000 - 24999	Ind, pro dem	Católica	No aplica	0
2000	Casado	32	Blanca	1000 - 2999	No fuertemente demócrata	Católica	No aplica	2
2000	Casado	53	Blanca	25000 o más	No fuertemente republicano	Protestante	Episcopal	1
2000	Nunca se ha casado	20	Blanca	5000 - 5999	Ind, pro dem	Judía	No aplica	NA
2000	Casado	40	Blanca	No aplica	Fuertemente republicano	Protestante	Iglesia luterana americana	NA
2000	Casado	46	Blanca	25000 o más	No fuertemente demócrata	Judía	No aplica	NA
2000	Casado	41	Blanca	25000 o más	Ind, pro rep	Protestante	Sínodo luterano	2
2000	Casado	29	Blanca	No aplica	No fuertemente republicano	Católica	No aplica	NA
2000	Divorciado	53	Blanca	25000 o más	No fuertemente demócrata	Protestante	No denominacional	1
2000	Divorciado	73	Blanca	6000 - 6999	Independiente	Ninguna	No aplica	2
2000	Casado	58	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	3
2000	Casado	58	Blanca	No sabe	No fuertemente demócrata	Protestante	Iglesia presbiteriana de los EEUU	3
2000	Casado	52	Blanca	No aplica	No fuertemente republicano	Protestante	Iglesia luterana americana	1
2000	Casado	35	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	1
2000	Nunca se ha casado	37	Negra	25000 o más	Fuertemente demócrata	Ninguna	No aplica	NA
2000	Casado	41	Otra	20000 - 24999	No fuertemente demócrata	Católica	No aplica	NA
2000	Nunca se ha casado	38	Blanca	25000 o más	Fuertemente demócrata	Judía	No aplica	3
2000	Casado	34	Blanca	25000 o más	Independiente	Otra	No aplica	2
2000	Nunca se ha casado	39	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	NA
2000	Divorciado	56	Blanca	25000 o más	No fuertemente republicano	Protestante	Iglesias bautistas de EEUU	NA
2000	Divorciado	52	Blanca	20000 - 24999	Independiente	Protestante	Otra	6
2000	Divorciado	36	Blanca	25000 o más	Ind, pro rep	Cristiana	No aplica	4
2000	Nunca se ha casado	20	Otra	No sabe	Independiente	Ninguna	No aplica	4
2000	Casado	28	Blanca	25000 o más	Fuertemente republicano	Católica	No aplica	NA
2000	Separado	38	Otra	No aplica	Fuertemente demócrata	Católica	No aplica	3
2000	Divorciado	79	Blanca	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	NA
2000	Viudo	84	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	11
2000	Divorciado	61	Blanca	25000 o más	No fuertemente republicano	Protestante	Unión presbiteriana de iglesias	NA
2000	Divorciado	47	Blanca	25000 o más	Ind, pro dem	Católica	No aplica	2
2000	Nunca se ha casado	20	Blanca	Se niega a responder	Independiente	Protestante	Asociación bautista estadounidense	2
2000	Divorciado	38	Negra	25000 o más	No fuertemente demócrata	Protestante	Bautistas del sur	NA
2000	Viudo	38	Blanca	25000 o más	Fuertemente demócrata	Protestante	Metodista, no sabe cuál	8
2000	Divorciado	70	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	2
2000	Divorciado	54	Blanca	20000 - 24999	No fuertemente republicano	Protestante	Presbiteriana, no sabe cuál	NA
2000	Divorciado	32	Blanca	No aplica	Fuertemente demócrata	Ninguna	No aplica	NA
2000	Nunca se ha casado	31	Blanca	1000 - 2999	Independiente	Católica	No aplica	4
2000	Divorciado	26	Negra	25000 o más	Fuertemente demócrata	Ninguna	No aplica	4
2000	Viudo	84	Blanca	No aplica	Fuertemente demócrata	Católica	No aplica	6
2000	Viudo	42	Otra	25000 o más	Fuertemente republicano	Católica	No aplica	NA
2000	Casado	41	Negra	25000 o más	No fuertemente republicano	Ninguna	No aplica	7
2000	Casado	32	Blanca	No aplica	Independiente	Católica	No aplica	NA
2000	Nunca se ha casado	25	Blanca	15000 - 19999	Fuertemente republicano	Protestante	Iglesia presbiteriana de los EEUU	NA
2000	Nunca se ha casado	51	Blanca	No aplica	Independiente	Otra	No aplica	NA
2000	Nunca se ha casado	30	Blanca	20000 - 24999	Independiente	Ninguna	No aplica	10
2000	Casado	34	Blanca	3000 - 3999	Independiente	Católica	No aplica	2
2000	Casado	52	Blanca	25000 o más	No fuertemente republicano	Católica	No aplica	7
2000	Casado	52	Blanca	10000 - 14999	Independiente	Protestante	Bautista, no sabe cuál	2
2000	Viudo	79	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	NA
2000	Divorciado	26	Otra	Sin respuesta	No fuertemente demócrata	Cristiana	No aplica	1
2000	Nunca se ha casado	32	Negra	20000 - 24999	Fuertemente demócrata	Cristiana	No aplica	NA
2000	Casado	37	Blanca	25000 o más	No fuertemente republicano	Ninguna	No aplica	NA
2000	Casado	23	Otra	No aplica	Ind, pro dem	Cristiana	No aplica	4
2000	Casado	32	Otra	20000 - 24999	Independiente	Católica	No aplica	NA
2000	Nunca se ha casado	21	Otra	No aplica	No fuertemente demócrata	Cristiana	No aplica	1
2000	Casado	24	Otra	No aplica	Ind, pro dem	Ninguna	No aplica	4
2000	Casado	28	Negra	15000 - 19999	Fuertemente demócrata	Protestante	Bautista, no sabe cuál	6
2000	Casado	35	Otra	25000 o más	Fuertemente demócrata	Cristiana	No aplica	1
2000	Viudo	48	Negra	25000 o más	Fuertemente demócrata	Católica	No aplica	NA
2000	Nunca se ha casado	30	Blanca	20000 - 24999	Independiente	Ninguna	No aplica	NA
2000	Casado	57	Blanca	No aplica	Otro partido	Católica	No aplica	NA
2000	Divorciado	46	Negra	No aplica	No fuertemente demócrata	Protestante	Bautistas del sur	NA
2000	Divorciado	49	Negra	No aplica	No fuertemente demócrata	Protestante	Iglesia africana metodista episcopal	2
2000	Casado	20	Otra	Sin respuesta	No fuertemente republicano	Católica	No aplica	NA
2000	Viudo	74	Blanca	No aplica	Fuertemente republicano	Católica	No aplica	4
2000	Casado	53	Blanca	No aplica	No fuertemente republicano	Ninguna	No aplica	15
2000	Casado	66	Otra	15000 - 19999	Fuertemente republicano	Católica	No aplica	4
2000	Casado	27	Blanca	No aplica	Fuertemente republicano	Protestante	Otra	NA
2000	Casado	25	Blanca	15000 - 19999	Fuertemente republicano	Protestante	No denominacional	0
2000	Casado	54	Blanca	20000 - 24999	No fuertemente demócrata	Ninguna	No aplica	2
2000	Nunca se ha casado	19	Blanca	No aplica	No fuertemente demócrata	Judía	No aplica	NA
2000	Divorciado	51	Negra	No aplica	No fuertemente demócrata	Ninguna	No aplica	12
2000	Casado	31	Otra	25000 o más	Fuertemente demócrata	Católica	No aplica	1
2000	Nunca se ha casado	31	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	NA
2000	Separado	36	Negra	25000 o más	Fuertemente demócrata	Cristiana	No aplica	1
2000	Viudo	60	Blanca	15000 - 19999	Independiente	Protestante	Otra	0
2000	Divorciado	35	Negra	25000 o más	Fuertemente demócrata	Católica	No aplica	5
2000	Casado	55	Blanca	Se niega a responder	Fuertemente demócrata	Judía	No aplica	NA
2000	Casado	51	Blanca	No aplica	Fuertemente demócrata	Judía	No aplica	6
2000	Nunca se ha casado	25	Blanca	25000 o más	Independiente	Católica	No aplica	NA
2000	Separado	49	Blanca	Se niega a responder	No fuertemente republicano	Protestante	Episcopal	NA
2000	Nunca se ha casado	38	Blanca	25000 o más	No fuertemente demócrata	Budismo	No aplica	NA
2000	Casado	53	Blanca	15000 - 19999	Fuertemente demócrata	Ninguna	No aplica	1
2000	Casado	52	Blanca	25000 o más	No fuertemente demócrata	Ninguna	No aplica	1
2000	Casado	60	Negra	No aplica	Ind, pro dem	Católica	No aplica	NA
2000	Casado	28	Negra	Se niega a responder	Independiente	Musulmana/Islam	No aplica	1
2000	Nunca se ha casado	44	Negra	Menos de 1000	Ind, pro rep	Católica	No aplica	NA
2000	Casado	42	Negra	15000 - 19999	Otro partido	Protestante	Otra	NA
2000	Casado	42	Otra	Se niega a responder	Ind, pro dem	Musulmana/Islam	No aplica	1
2000	Nunca se ha casado	20	Negra	1000 - 2999	No fuertemente demócrata	Protestante	Iglesia metodista unida	10
2000	Divorciado	66	Blanca	No aplica	No fuertemente demócrata	Católica	No aplica	3
2000	Casado	42	Negra	15000 - 19999	Ind, pro dem	Protestante	Bautista, no sabe cuál	1
2000	Casado	72	Blanca	No aplica	Ind, pro rep	Católica	No aplica	NA
2000	Casado	43	Blanca	15000 - 19999	Independiente	Católica	No aplica	NA
2000	Nunca se ha casado	54	Blanca	No sabe	Fuertemente republicano	Judía	No aplica	NA
2000	Nunca se ha casado	57	Blanca	25000 o más	Fuertemente demócrata	Judía	No aplica	NA
2000	Nunca se ha casado	56	Negra	25000 o más	Fuertemente demócrata	Católica	No aplica	NA
2000	Nunca se ha casado	34	Negra	15000 - 19999	Fuertemente demócrata	Protestante	Bautistas del sur	NA
2000	Nunca se ha casado	31	Negra	No aplica	Fuertemente demócrata	Protestante	Otra	5
2000	Nunca se ha casado	25	Otra	3000 - 3999	Independiente	Católica	No aplica	3
2000	Nunca se ha casado	30	Negra	No aplica	Independiente	Protestante	Bautista, no sabe cuál	24
2000	Nunca se ha casado	24	Negra	25000 o más	No fuertemente demócrata	Protestante	Bautistas del sur	7
2000	Nunca se ha casado	35	Negra	No aplica	No fuertemente demócrata	Protestante	Bautista, no sabe cuál	NA
2000	Nunca se ha casado	32	Negra	15000 - 19999	No fuertemente demócrata	Ninguna	No aplica	3
2000	Casado	38	Otra	25000 o más	No fuertemente demócrata	Católica	No aplica	4
2000	Separado	46	Blanca	No sabe	No fuertemente demócrata	Católica	No aplica	NA
2000	Casado	59	Blanca	25000 o más	Fuertemente demócrata	Católica	No aplica	4
2000	Nunca se ha casado	26	Blanca	Se niega a responder	No fuertemente demócrata	Protestante	Otra	NA
